"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"Expert"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Syagrus pleiocladoides"	1	0	0	0	1	0	"1"	0	0	0.2	NA	"understorey"	9	NA	0.81	0.15	2.15	2	2.3	1.4	1.3	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.73533290620763"	"0.26466709379237"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2.15	1.4	2.20644524037123	2.15	1.4	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus pompeoi"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus procumbens"	1	0	0	0	1	0	"1"	0	0	0	NA	"understorey"	4	NA	0.13	0.06	2.9	2.5	3.3	2	1.8	2.2	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.722023789559199"	"0.277976210440801"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2.9	2	6.07374579694027	2.9	2	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus pseudococos"	1	0	0	0	0	1	"1"	0	0	15	25	"canopy"	22	2.2	2.5	0.1	6.5	6	7	3.9	3.8	4	"large"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	2.3	6.5	3.9	51.7655929495258	6.5	3.9	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus romanzoffiana"	1	0	1	0	0	1	"1"	0	0	17	50	"canopy"	25	5.8	4.4	0.1	2.5	2	3	1.5	1.2	1.8	"small"	"ovoid"	"conspicuous"	0	1	0	0	0	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.141984359353865"	"0.858015640646135"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	5.9	2.5	1.5	2.94524311274043	2.5	1.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"YES"	"NO"
"Syagrus rupicola"	1	0	0	0	1	0	"1"	0	0	0.2	NA	"understorey"	6	NA	1.2	0.3	3.7	3.5	3.9	2.95	2.5	3.4	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.74488696933437"	"0.25511303066563"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	3.7	2.95	16.8594878751835	3.7	2.95	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus ruschiana"	1	0	0	0	0	1	"0"	0	0	8	12	"canopy"	12	3	2	0.3	2.5	NA	NA	2	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	3.3	2.5	2	5.23598775598299	2.5	2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus sancona"	1	0	0	0	0	1	"1"	0	0	30	35	"canopy"	17	4.5	3.1	0.15	3.25	3	3.5	1.9	1.5	2.3	"small"	"ellipsoid"	"conspicuous"	1	1	0	0	1	0	1	1	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.134582543024286"	"0.865417456975714"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.65	3.25	1.9	6.14312263470704	3.25	1.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Syagrus santosii"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.732391827109379"	"0.267608172890621"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus schizophylla"	1	0	0	0	0	1	"2"	0	1	4	15	"understorey"	25	2.8	2	0.11	2.75	2	3.5	2	1.5	2.5	"small"	"ellipsoid"	"conspicuous"	0	0	0	0	0	0	1	1	0	0	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	2.91	2.75	2	5.75958653158129	2.75	2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"YES"	"NO"
"Syagrus smithii"	1	0	0	0	0	1	"1"	0	0	10	10	"canopy"	18	3.56	3	0.1	6.5	5	8	3.6	3	4.2	"large"	"ellipsoid"	"conspicuous"	0	0	0	0	1	0	1	0	0	1	"NE"	"LC"	"PREDICTED"	"LC"	"0.353317975771753"	"0.646682024228247"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	3.66	6.5	3.6	44.1079608564007	6.5	3.6	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"
"Syagrus stenopetala"	1	0	0	0	0	1	"2"	0	0	15	18	"canopy"	18	NA	2.4	0.15	3.5	3	4	2.2	1.8	2.6	"small"	"ellipsoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.717260462181329"	"0.282739537818671"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	3.5	2.2	8.86976325863519	3.5	2.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Syagrus stratincola"	1	0	0	0	0	1	"0"	0	0	14	10	"canopy"	12	4	2.5	0.1	4.25	4	4.5	3.85	3.7	4	"large"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.621888940013474"	"0.378111059986526"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	4.1	4.25	3.85	32.9844321180496	4.25	3.85	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus vagans"	1	0	0	0	1	0	"2"	0	0	0.3	15	"understorey"	30	3	1.9	0.45	3.25	2.8	3.7	1.65	1.5	1.8	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.536046577381835"	"0.463953422618165"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	3.45	3.25	1.65	4.6328674163407	3.25	1.65	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus vermicularis"	1	0	0	0	0	1	"1"	0	0	15	20	"canopy"	15	3.5	2.5	0.08	5.5	5	6	4	NA	NA	"large"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.607544181139757"	"0.392455818860243"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	3.58	5.5	4	46.0766922526503	5.5	4	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus weddelliana"	1	0	0	0	0	1	"1"	0	0	5	10	"understorey"	20	1.3	0.99	0.34	2	1.7	2.3	1.35	1	1.7	"small"	"NA"	"cryptic"	0	1	0	0	0	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.708879928281081"	"0.291120071718919"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	1.64	2	1.35	1.9085175370558	2	1.35	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Syagrus werdermannii"	1	0	0	0	1	0	"2"	0	0	0.1	NA	"understorey"	8	1.5	0.8	0.2	2.15	1.8	2.5	1.3	1.1	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.669223049435706"	"0.330776950564294"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.7	2.15	1.3	1.90249615113642	2.15	1.3	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus yungasensis"	1	0	0	0	0	1	"1"	0	0	6	15	"understorey"	18	2.2	1.6	0.4	4	3.5	4.5	2.75	2.5	3	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	2.6	4	2.75	15.8388629618485	4	2.75	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Synechanthus dasystachys"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Synechanthus fibrosus"	1	0	0	0	0	1	"1"	0	0	6	3	"canopy"	12	3.6	2.5	1.15	1.75	1.4	2.1	1.2	1	1.4	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.150296047187984"	"0.849703952812016"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.75	1.75	1.2	1.31946891450771	1.75	1.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Synechanthus warscewiczianus"	1	0	0	0	0	1	"0"	0	0	6	5	"canopy"	10	2.5	1.5	NA	2.35	1.5	3.2	NA	NA	NA	"small"	"ovoid"	"conspicuous"	0	0	0	0	1	0	1	0	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.134970907588068"	"0.865029092411932"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	NA	2.35	NA	NA	2.35	NA	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"
"Tahina spectabilis"	0	1	0	0	0	1	"1"	0	0	18	60	"canopy"	18	2	NA	3.55	3.25	3	3.5	2.5	2.3	2.7	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	0	5.55	3.25	2.5	10.6356001293404	3.25	2.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Tectiphiala ferox"	0	1	0	0	0	1	"1"	1	1	9	15	"canopy"	NA	2	NA	NA	1.1	NA	NA	0.6	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	1.1	0.6	0.207345115136926	1.1	0.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Thrinax excelsa"	1	0	0	0	0	1	"1"	0	0	11	20	"canopy"	NA	1.4	1.2	0.85	0.95	NA	NA	0.95	0.8	1.1	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	2.25	0.95	0.95	0.448920500228591	0.95	0.95	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Thrinax parviflora"	1	0	0	0	0	1	"1"	0	0	13	15	"canopy"	15	1	1.4	1.7	0.7	NA	NA	0.7	0.65	0.75	"small"	"ovoid"	"cryptic"	0	1	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	2.7	0.7	0.7	0.179594380030216	0.7	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Thrinax radiata"	1	0	0	0	0	1	"1"	0	0	12	13	"canopy"	22	1.36	1.5	2.26	0.75	0.7	0.8	0.75	0.7	0.8	"small"	"NA"	"cryptic"	0	1	0	0	0	0	0	1	0	0	"NE"	"LC"	"PREDICTED"	"LC"	"0.295927039326176"	"0.704072960673824"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	3.62	0.75	0.75	0.220893233455532	0.75	0.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Trachycarpus fortunei"	0	0	1	0	0	1	"1"	0	0	20	30	"canopy"	20	3	2	NA	1.1	1	1.2	1.4	NA	NA	"small"	"globose"	"cryptic"	0	1	0	0	1	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.214895237973997"	"0.785104762026003"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.1	1.4	0.886976325863518	1.4	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Trachycarpus geminisectus"	0	0	1	0	0	1	"1"	0	0	2	25	"understorey"	12	1.7	1.7	NA	1	NA	NA	1.3	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.712864464555451"	"0.287135535444549"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1	1.3	0.680678408277788	1.3	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trachycarpus latisectus"	0	0	1	0	0	1	"1"	0	0	12	17	"canopy"	25	2.25	0.85	1.45	1.7	1.6	1.8	1.3	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	3.7	1.7	1.3	1.50429928229391	1.7	1.3	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trachycarpus martianus"	0	0	1	0	0	1	"1"	0	0	15	15	"canopy"	NA	1	NA	NA	1.2	NA	NA	0.8	NA	NA	"small"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.52294589451111"	"0.47705410548889"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.2	0.8	0.402123859659493	1.2	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Trachycarpus nanus"	0	0	1	0	1	0	"1"	0	0	0.8	5	"understorey"	NA	0.5	NA	NA	1.1	1	1.2	1.3	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	NA	1.1	1.3	0.823620874016124	1.3	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Trachycarpus oreophilus"	0	0	1	0	0	1	"1"	0	0	12	30	"canopy"	25	1	NA	NA	0.7	NA	NA	1.2	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.700563704270915"	"0.299436295729085"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	0.7	1.2	0.3078760800518	1.2	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trachycarpus princeps"	0	0	1	0	0	1	"1"	0	0	10	20	"canopy"	26	1.2	NA	NA	0.8	NA	NA	1	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.745649626836244"	"0.254350373163756"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	0.8	1	0.335103216382911	1	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trachycarpus ravenii"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Trachycarpus takil"	0	0	1	0	0	1	"1"	0	0	15	18	"canopy"	NA	1.2	NA	NA	0.8	NA	NA	1.2	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	0.8	1.2	0.402123859659493	1.2	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Trachycarpus ukhrulensis"	0	0	1	0	0	1	"1"	0	1	15	4	"canopy"	28	1	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	1	NA	NA	NA	NA	NA	NA	NA	NA	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trithrinax brasiliensis"	1	0	0	0	0	1	"2"	1	1	15	35	"canopy"	35	1.2	1.2	NA	1.1	NA	1.3	1.15	0.8	1.5	"small"	"elongate"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.516926066596341"	"0.483073933403659"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	1	NA	1.1	1.15	0.728587696245033	1.15	1.1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trithrinax campestris"	1	0	0	0	0	1	"2"	1	1	6	25	"canopy"	35	1	1.4	0.65	0.8	NA	1	1.15	0.8	1.5	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.636625055217857"	"0.363374944782143"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	1	1.65	0.8	1.15	0.385368698840348	1.15	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Trithrinax schizophylla"	1	0	0	0	0	1	"2"	1	1	6	20	"canopy"	25	1.5	1	0.55	1.05	NA	1.2	1.15	0.8	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.290394503191805"	"0.709605496808195"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	1	2.05	1.05	1.15	0.663857797611693	1.15	1.05	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Veitchia arecina"	0	0	1	0	0	1	"1"	0	0	25	28	"canopy"	10	5.91	5	NA	3.75	2.5	5	NA	NA	NA	"small"	"globose"	"conspicuous"	0	1	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.740699824847294"	"0.259300175152706"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	3.75	NA	NA	3.75	NA	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Veitchia filifera"	0	0	1	0	0	1	"1"	0	0	15	20	"canopy"	12	4	NA	NA	1.5	1	2	0.8	NA	NA	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	0	1	0	0	"LC"	"LC"	"NO_ML"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.5	0.8	0.502654824574367	1.5	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Veitchia joannis"	0	0	1	0	0	1	"1"	0	0	35	40	"canopy"	12	3	NA	NA	5	4	6	NA	NA	NA	"large"	"ovoid"	"conspicuous"	0	1	0	0	1	0	1	1	0	0	"LC"	"LC"	"NO_ML"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	5	NA	NA	5	NA	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Veitchia lepidota"	0	0	1	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Veitchia metiti"	0	0	1	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
