"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Ptychosperma caryotoides"	0	0	1	0	0	1	"2"	0	0	9	10	"canopy"	5	1.55	1.55	NA	1.1	NA	NA	0.8	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.144"	"0.856"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.1	0.8	0.368613538021202	1.1	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Ptychosperma cuneatum"	0	0	1	0	0	1	"1"	0	0	5	3	"understorey"	NA	NA	NA	NA	1.45	1.3	1.6	0.7	0.6	0.8	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.93"	"0.07"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.45	0.7	0.372016930062591	1.45	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma elegans"	1	0	0	0	0	1	"1"	0	0	12	8	"canopy"	11	3.3	2.3	NA	1.2	0.9	1.5	0.9	0.8	1	"small"	"globose"	"conspicuous"	0	1	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"LC"	NA	NA	NA	"LC"	"LC"	"Americas"	"E"	0	NA	1.2	0.9	0.508938009881546	1.2	0.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Ptychosperma furcatum"	0	0	1	0	0	1	"2"	0	0	5	5	"understorey"	NA	1.7	1.7	NA	1.3	1.2	1.4	0.7	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.704"	"0.296"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.3	0.7	0.333532420056116	1.3	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma gracile"	0	0	1	0	0	1	"1"	0	0	12	8	"canopy"	10	2.5	2.5	NA	1.55	1.4	1.7	0.8	0.7	0.9	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.55	0.8	0.519409985393513	1.55	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Ptychosperma hartmannii"	0	0	1	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma lauterbachii"	0	0	1	0	0	1	"2"	0	0	14	9	"canopy"	NA	2.8	2.8	NA	1.6	1.4	1.8	0.8	0.7	0.9	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.462"	"0.538"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.6	0.8	0.536165146212658	1.6	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma lineare"	0	0	1	0	0	1	"2"	0	0	15	4	"canopy"	NA	2.5	2.5	NA	1.3	1.1	1.5	0.75	0.7	0.8	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.832"	"0.168"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.3	0.75	0.382881604656256	1.3	0.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Ptychosperma macarthurii"	0	0	1	0	0	1	"0"	0	0	10	7	"canopy"	10	3	2	NA	1.5	1.2	1.8	1	0.8	1.2	"small"	"ovoid"	"conspicuous"	0	1	0	0	1	0	1	0	1	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.184"	"0.816"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.5	1	0.785398163397448	1.5	1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Ptychosperma macrocerum"	0	0	1	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma mambare"	0	0	1	0	0	1	"0"	0	0	6	5	"canopy"	NA	2.1	2.1	NA	1.4	NA	NA	NA	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.978"	"0.022"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.4	NA	NA	1.4	NA	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma microcarpum"	0	0	1	0	0	1	"2"	0	0	9	13	"canopy"	8	2.5	2.5	NA	1.3	1.2	1.4	0.8	0.7	0.9	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.3	0.8	0.435634181297785	1.3	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Ptychosperma mooreanum"	0	0	1	0	0	1	"1"	0	0	8	4	"canopy"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.604"	"0.396"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma nicolai"	0	0	1	0	0	1	"2"	0	0	8	NA	"canopy"	NA	NA	NA	NA	1	NA	NA	0.5	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"E"	0	NA	1	0.5	0.130899693899575	1	0.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma praemorsum"	0	0	1	0	0	1	"2"	0	0	4	NA	"understorey"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma propinquum"	0	0	1	0	0	1	"2"	0	0	8	5	"canopy"	9	1.6	NA	0.35	1.85	1.7	2	0.8	NA	NA	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.486"	"0.514"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	1.95	1.85	0.8	0.619940950308386	1.85	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Ptychosperma pullenii"	0	0	1	0	0	1	"1"	0	0	6	2	"canopy"	6	2.26	1.87	0.44	1.2	NA	NA	0.8	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.866"	"0.134"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	2.7	1.2	0.8	0.402123859659493	1.2	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Ptychosperma ramosissimum"	0	0	1	0	0	1	"1"	0	0	8	5	"canopy"	NA	0.8	0.8	NA	1	0.8	1.2	0.65	0.5	0.8	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.928"	"0.072"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1	0.65	0.221220482690281	1	0.65	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma rosselense"	0	0	1	0	0	1	"1"	0	0	9	10	"canopy"	NA	1.65	1.65	0.66	1.7	1.2	2.2	1.05	0.8	1.3	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.972"	"0.028"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	2.31	1.7	1.05	0.981355005165112	1.7	1.05	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma salomonense"	0	0	1	0	0	1	"1"	0	0	12	8	"canopy"	10	2	2	NA	1.4	1.1	1.7	1	0.7	1.3	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.386"	"0.614"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.4	1	0.733038285837618	1.4	1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Ptychosperma sanderianum"	0	0	1	0	0	1	"2"	0	0	4	10	"understorey"	NA	1.46	1.46	NA	1.6	1.4	1.8	0.9	NA	NA	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"LC"	NA	NA	NA	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1.6	0.9	0.678584013175395	1.6	0.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma schefferi"	0	0	1	0	0	1	"2"	0	0	7	6	"canopy"	NA	1.7	1.7	NA	1.55	1.5	1.8	0.6	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.82"	"0.18"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.55	0.6	0.292168116783851	1.55	0.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma streimannii"	0	0	1	0	0	1	"1"	0	0	4	2.5	"understorey"	NA	1	1	NA	1.5	NA	NA	1.05	1	1.1	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.916"	"0.084"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.5	1.05	0.865901475145687	1.5	1.05	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma tagulense"	0	0	1	0	0	1	"1"	0	0	2.5	2.5	"understorey"	NA	NA	NA	NA	1.7	NA	NA	0.95	0.9	1	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.864"	"0.136"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.7	0.95	0.80333142146169	1.7	0.95	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptychosperma vestitum"	0	0	1	0	0	1	"1"	0	0	3	2.5	"understorey"	NA	1.2	1.2	NA	1.55	1.5	1.6	0.8	NA	NA	"small"	"elongate"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.694"	"0.306"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	1.55	0.8	0.519409985393513	1.55	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Ptychosperma waitianum"	0	0	1	0	0	1	"1"	0	0	5	2.5	"understorey"	NA	0.8	0.47	0.38	1.8	1.7	1.9	0.7	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.9"	"0.1"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	1.18	1.8	0.7	0.4618141200777	1.8	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Raphia africana"	0	1	0	0	0	1	"0"	0	1	10	7	"canopy"	NA	NA	NA	NA	8	6	10	4	3	5	"large"	"NA"	"cryptic"	1	0	0	0	0	0	1	0	0	1	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.63"	"0.37"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	8	4	67.0206432765822	8	4	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"NO"	"YES"
"Raphia australis"	0	1	0	0	0	1	"1"	0	1	16	100	"canopy"	NA	18	NA	NA	7.5	6	9	4	3	5	"large"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	7.5	4	62.8318530717959	7.5	4	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Raphia farinifera"	0	1	0	0	0	1	"2"	0	1	25	60	"canopy"	12	20	18.5	1.55	7.5	5	10	4.5	3.5	5.5	"large"	"elongate"	"cryptic"	0	1	0	1	1	0	1	1	0	0	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	21.55	7.5	4.5	79.5215640439916	7.5	4.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Raphia gentiliana"	0	1	0	0	0	1	"1"	0	1	6	NA	"canopy"	NA	NA	NA	NA	5.25	4	6.5	3.25	3	3.5	"large"	"globose"	"cryptic"	0	0	0	0	1	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.478"	"0.522"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	5.25	3.25	29.0351883530994	5.25	3.25	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	"YES"	"YES"	"YES"	"YES"	"NO"
"Raphia hookeri"	0	1	0	0	0	1	"0"	0	1	15	8	"canopy"	NA	12	NA	NA	9	5	12	4.5	4	6	"large"	"globose"	"cryptic"	0	1	0	1	1	0	1	1	1	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.166"	"0.834"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	9	4.5	95.42587685279	9	4.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	"YES"	"YES"	"YES"	"YES"	"YES"
"Raphia laurentii"	0	1	0	0	0	1	"1"	0	1	4	NA	"understorey"	NA	6	NA	NA	5.25	4.5	6	4	3.5	4.5	"large"	"ovoid"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.288"	"0.712"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	5.25	4	43.9822971502571	5.25	4	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
"Raphia longiflora"	0	1	0	0	0	1	"0"	0	1	7	NA	"canopy"	NA	NA	NA	NA	5	4.5	5.5	3.75	3.5	4	"large"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	5	3.75	36.8155389092554	5	3.75	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Raphia mambillensis"	0	1	0	0	1	0	"0"	0	1	0	NA	"understorey"	NA	NA	NA	NA	5.5	3.5	7.5	3	2.5	3.5	"large"	"globose"	"cryptic"	0	1	0	0	1	0	1	1	1	1	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"A"	1	NA	5.5	3	25.9181393921158	5.5	3	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	"YES"	"YES"	"YES"	"YES"	"YES"
"Raphia mannii"	0	1	0	0	0	1	"0"	0	1	10	NA	"canopy"	NA	NA	NA	NA	6.25	5	7.5	4	3.5	4.5	"large"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	6.25	4	52.3598775598299	6.25	4	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Raphia matombe"	0	1	0	0	0	1	"0"	0	1	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	NA	NA	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Raphia monbuttorum"	0	1	0	0	0	1	"0"	0	1	4	4	"understorey"	NA	NA	NA	NA	6	4.5	7.5	4	3.5	4.5	"large"	"NA"	"cryptic"	0	0	0	0	0	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.202"	"0.798"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	6	4	50.2654824574367	6	4	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Raphia palma-pinus"	0	1	0	0	0	1	"1"	0	1	6	NA	"canopy"	NA	NA	NA	NA	8.75	5.5	9.5	4	NA	NA	"large"	"globose"	"conspicuous"	0	0	0	0	0	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.134"	"0.866"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	8.75	4	73.3038285837618	8.75	4	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Raphia regalis"	0	1	0	0	1	0	"1"	0	1	0	12	"understorey"	NA	25	NA	NA	7.5	4.5	9.5	3.5	2	4.5	"large"	"globose"	"cryptic"	0	0	0	0	0	0	1	1	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.344"	"0.656"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"AfricaWAsia"	"A"	1	NA	7.5	3.5	48.1056375080937	7.5	3.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Raphia rostrata"	0	1	0	0	0	1	"1"	0	1	NA	NA	"NA"	NA	NA	NA	NA	6.75	4.5	9	3.5	3	4	"large"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	6.75	3.5	43.2950737572843	6.75	3.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Raphia ruwenzorica"	0	1	0	0	0	1	"1"	0	1	10	NA	"canopy"	NA	8.5	NA	NA	11.5	10	13	5.75	5	6.5	"large"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.716"	"0.284"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	11.5	5.75	199.082071959516	11.5	5.75	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Raphia sese"	0	1	0	0	0	1	"1"	0	1	9	NA	"canopy"	NA	5	NA	NA	6	5	7	4	NA	NA	"large"	"globose"	"cryptic"	0	0	0	0	0	0	1	1	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	6	4	50.2654824574367	6	4	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"YES"	"NO"
"Raphia sudanica"	0	1	0	0	0	1	"2"	0	1	8	10	"canopy"	NA	12	NA	NA	8	4	8	4.5	3	4.5	"large"	"globose"	"conspicuous"	0	1	0	0	1	0	1	1	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.262"	"0.738"	NA	NA	"LC"	"LC"	"LC"	"LC"	"AfricaWAsia"	"E"	1	NA	8	4.5	84.8230016469244	8	4.5	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"YES"	"YES"	"YES"	"YES"
"Raphia taedigera"	1	0	0	0	0	1	"0"	0	1	12	40	"canopy"	15	20	15	4.75	6	4.5	8	3.5	2.5	4.5	"large"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.21"	"0.79"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	24.75	6	3.5	38.484510006475	6	3.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Raphia textilis"	0	1	0	0	0	1	"1"	0	1	10	NA	"canopy"	NA	5	NA	NA	6.5	6	7	4.5	NA	NA	"large"	"ovoid"	"cryptic"	0	0	0	0	0	0	1	0	0	0	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"AfricaWAsia"	"E"	1	NA	6.5	4.5	68.9186888381261	6.5	4.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	"YES"	"NO"	"YES"	"NO"	"NO"
